text,label,intent_name
"I need my card topped up,",62,topping_up_by_card
"My phone is lost I don't want someone to use my account, what can I do?",42,lost_or_stolen_phone
How do I make my card show up in the app?,13,card_linking
Why can't I take cash out of the ATM?,26,declined_cash_withdrawal
Tell me how to change my details.,30,edit_personal_details
What is the limit on Auto top?,4,automatic_top_up
i have yet to get my pin,38,get_physical_card
what is the correct exchange rate for getting cash,76,wrong_exchange_rate_for_cash_withdrawal
"I could not get a top-up to work, why?",59,top_up_failed
Why can I not get cash from the ATM?,26,declined_cash_withdrawal
"I haven't received my transfer funds yet, where are they?",48,pending_transfer
Do I have to pay for a physical card?,43,order_physical_card
Transferring money using credit card,62,topping_up_by_card
Can I top up with cash,58,top_up_by_cash_or_cheque
How do I go about ordering a card?,43,order_physical_card
What is the source of your exchange rates?,32,exchange_rate
make my account go away,55,terminate_account
What types of top-up methods do you accept?,58,top_up_by_cash_or_cheque
A percentage fee was charged to my withdrawal.,19,cash_withdrawal_charge
Can you assist on apple watch top ups?,2,apple_pay_or_google_pay
Money is not in recipients account.,66,transfer_not_received_by_recipient
Why was my top-up rejected?,59,top_up_failed
where is this money from,70,verify_source_of_funds
How long will I have to wait for my money to be in my account?,67,transfer_timing
Could I raise a dispute for a large payment that i found out was not done by me in my couple of last statements? I am aware its delayed now. Please help me out.,28,direct_debit_payment_not_recognised
"I have a cash withdrawal that says it's pending, why?",46,pending_cash_withdrawal
What are the policies of disposable cards?,29,disposable_card_limits
Can someone please help assist me by explaining to me why my pass-code is not working?,44,passcode_forgotten
I wanted to purchase something online but the payment was returned back to me. This has been going on for a couple of weeks. Please tell me what is going on here?,53,reverted_card_payment?
I did a transfer but its still pending,48,pending_transfer
"I need to activate my card, how is that done?",0,activate_my_card
Are there discounts for frequent currency exchanges?,31,exchange_charge
"Do you charge for cash withdrawals?  I want to get my hands on my own money and you appear to be charging me for the pleasure! Why is this, you'd never get this with my high street bank!",19,cash_withdrawal_charge
I am not satisfied with your company.  Close my account.,55,terminate_account
"I'm interested in using fiat currencies, which do you support?",36,fiat_currency_support
What do I do to lock my phone after losing it so my account isn't accessed,42,lost_or_stolen_phone
How long does it take for money to reach my account?,5,balance_not_updated_after_bank_transfer
"If I were to transfer, what would the cost be?",56,top_up_by_bank_transfer_charge
Why did my top up get pulled back out?,61,top_up_reverted
Help! My card isn't working at the ATM and I know I used the right PIN. Trying to get my money.,26,declined_cash_withdrawal
My card payment has been stuck on pending. What is the problem? It should have gone through by now.,45,pending_card_payment
I have a missing refund,51,Refund_not_showing_up
"I have not received my card and it's been a week, what do I do?",11,card_arrival
What should I do if I think that someone might be using me card?,22,compromised_card
why must I prove ID,69,verify_my_identity
I could not get money from an ATM,26,declined_cash_withdrawal
How is my money transferred to the account,65,transfer_into_account
How much does it cost to us US cards?,57,top_up_by_card_charge
can i create my own pin right away,38,get_physical_card
Where is my last money transaction,66,transfer_not_received_by_recipient
The exchange rate for my withdrawal was wrong.,76,wrong_exchange_rate_for_cash_withdrawal
What is the best way to get my virtual card?,40,getting_virtual_card
I think my card is stolen!,41,lost_or_stolen_card
Why was my PIN blocked?,49,pin_blocked
"I tried to add a topup to my account but the money isn't there, anymore. Did I do something wrong?",61,top_up_reverted
"I tried transferring money to a beneficiary, however, I was unsuccessful.",7,beneficiary_not_allowed
I didn't make this payment!,16,card_payment_not_recognised
Exchange rate on a purchase was incorrect,17,card_payment_wrong_exchange_rate
Please tell me the types of currency I can hold.,36,fiat_currency_support
where can i deposit a check,58,top_up_by_cash_or_cheque
What needs to be provided for identity verification?,69,verify_my_identity
"I don't know my PIN, how can I find that out?",38,get_physical_card
Is there anywhere I can't use my card?,10,card_acceptance
I requested a refund from Next because the dress I purchased had three arm holes. They said they sent the refund last Wednesday which is nearly a week ago and I still don't have it.  Why not?,51,Refund_not_showing_up
Can friends send me money?,50,receiving_money
I topped up my account but the app failed to process it.,59,top_up_failed
I am on vacation in Spain and need to change my pin.,21,change_pin
Why did it cost money to transfer funds?,64,transfer_fee_charged
How can I verify my top up?,71,verify_top_up
I had to pay a pound more than I anticipated!,34,extra_charge_on_statement
"Give me my card, I need it now!",12,card_delivery_estimate
"I live in America, but I would like a card.",24,country_support
"Hello-Can you please help me get a refund from this merchant?  I ordered a product and would like to return it. I have been unsuccessful in getting the merchant to return my request for the past several days.  I understand it can take up to 45 days to process the dispute and issue a refund, however, if this can be expedited faster it would be very helpful to me.",52,request_refund
Is there a way I can have a mastercard?,73,visa_or_mastercard
Am I permitted to have a spare card?,39,getting_spare_card
Can I change my PIN at my local bank?,21,change_pin
I couldn't make a transfer,35,failed_transfer
Where can my card be used?,10,card_acceptance
"I was wondering why my payment hasn't gone through yet, its been a while.",45,pending_card_payment
Why have I not received a virtual card yet?,40,getting_virtual_card
I am seeing a direct debit I wasn't aware of.,28,direct_debit_payment_not_recognised
I looked at my statement and found a payment I and found a mistake.,16,card_payment_not_recognised
How can my friends top up my account?,62,topping_up_by_card
I cannot get my disposable virtual card to work,72,virtual_card_not_working
Why was my exchange rate a different amount than usual?,17,card_payment_wrong_exchange_rate
Help me create several temp cards every day.,29,disposable_card_limits
Why isn't my google pay top up working?,2,apple_pay_or_google_pay
Is there a way to change my PIN without having to go to the bank?,21,change_pin
"I wanted to transfer money to another account, but now I don't have to so I'd like to cancel said transfer. How can I do that?",8,cancel_transfer
Will there be a charge for exchanging foreign currency?,31,exchange_charge
I hope you can help me. Someone has stolen my wallet and now I have noticed that they have been taking money from my account.,20,cash_withdrawal_not_recognised
Can I deposit a check?,58,top_up_by_cash_or_cheque
I think I was charged a different exchange rate than what was posted at the time.,76,wrong_exchange_rate_for_cash_withdrawal
How do I make my transfer go through,27,declined_transfer
Can my children get an account?,1,age_limit
is apple pay a top up service?,2,apple_pay_or_google_pay
How long will it take to verify my account?,68,unable_to_verify_identity
I happened to forget my passcode,44,passcode_forgotten
Why can't the person I sent the money transfer to see it?,66,transfer_not_received_by_recipient
Can you deliver the PIN separately?,38,get_physical_card
My refund isn't showing up,51,Refund_not_showing_up
I've just been married and need to update my name,30,edit_personal_details
My card is about to expire.  Are there any costs with a replacement card?  How quick do you mail it to me?,9,card_about_to_expire
I tried to buy something online yesterday but it kept saying declined. Tried again today but same thing happened. What's wrong?,27,declined_transfer
Why is the identity check involved?,74,why_verify_identity
What will my exchange rate be?,32,exchange_rate
who can put money in my account?,70,verify_source_of_funds
I need to know the if there is a limit on the amount for auto top-up.,4,automatic_top_up
Can you tell me the status of my new card?,41,lost_or_stolen_card
Which establishments will accept my card?,10,card_acceptance
where has my transferred money gone?,66,transfer_not_received_by_recipient
"For a week now, I have tried to use my card and it is still not working.",14,card_not_working
the money i transferred didnt arrive,66,transfer_not_received_by_recipient
Why is it taking so long for my pending transaction to post as cleared?,48,pending_transfer
There is a direct debit payment I don't recognize.,28,direct_debit_payment_not_recognised
I don't know where my phone is.,42,lost_or_stolen_phone
I received a message from a seller stating they hadn't received my money even though it definitely came out of my account. The money has now been deposited back into my account. Please get this resolved as soon as possible.,53,reverted_card_payment?
"The ATM at Metro bank on High St. Kensington didn't return my card, and the bank is now closed. How do I get back a card swallowed by an ATM?",18,card_swallowed
I may have entered the PIN wrong and the account is blocked.  What do I have to do to get it unblocked.,49,pin_blocked
Can I see where my money came from?,70,verify_source_of_funds
My card is about to expire.  How do I get a new card?,9,card_about_to_expire
I tried using my ATM card at your Notting Hill location today.  It did not work.  Am I doing something wrong?,26,declined_cash_withdrawal
How much does it cost to get more cards?,39,getting_spare_card
I'm not sure what I need to verify my identity.,69,verify_my_identity
"Hey I double checked that I have the correct account details already, they're right for sure. Transfer is still pending since forever. It's not that difficult to transfer money to another country in 2018 is it?",48,pending_transfer
Do you offer services that hold money in different types of currency?,36,fiat_currency_support
Why am I being charged for the same thing twice?,63,transaction_charged_twice
Is it possible to top up by card?,62,topping_up_by_card
May I transfer a cheque into my account?,58,top_up_by_cash_or_cheque
My product hasn't arrived even though I ordered it a while ago. I want a refund!,52,request_refund
I didn't get my card back from the ATM.,18,card_swallowed
What are the steps for my friend to send me money?,50,receiving_money
"What is the reason when I tried to pay contactless at the bus, it didnt work?",23,contactless_not_working
I tried entering my pin several times incorrectly. Why isn't my pin working?,49,pin_blocked
I thought crypto top up with something you offered and it does not appear that it's working even though the money has disappeared out of my account. Can you tell me what's going on?,61,top_up_reverted
I am planning activating my card was it possible?,0,activate_my_card
Yesterday I had my phone stolen.  Please advise what I should do.,42,lost_or_stolen_phone
Why is there an extra pound charge that is pending?,34,extra_charge_on_statement
Is exchanging currencies one of your app services?,33,exchange_via_app
Can you tell me the limit for top ups?,60,top_up_limits
Can you tell me why I haven't received my new card?,11,card_arrival
My purchase used the wrong exchange rate,17,card_payment_wrong_exchange_rate
I attempted to enter my pin to many times.,49,pin_blocked
Why am I being charged for transfers? Are they not free?,64,transfer_fee_charged
What caused my top up to be reverted?,61,top_up_reverted
Where can I get a new passcode?,44,passcode_forgotten
Why isn't my id verified?,68,unable_to_verify_identity
I have to quickly transfer something to China. How long will it take to arrive there?,67,transfer_timing
What is the procedure for topping up with a cheque?,58,top_up_by_cash_or_cheque
I see an unfamiliar payment on my statement.,16,card_payment_not_recognised
Can you tell me why the transfer isn't showing up on my account?,5,balance_not_updated_after_bank_transfer
It appears my top-up is still pending.,47,pending_top_up
Why did I get a different card then requested?,73,visa_or_mastercard
"I made a purchase this morning, and it is showing as pending.",45,pending_card_payment
"Money was taken out without my consent,",20,cash_withdrawal_not_recognised
Do you offer cards for those in other countries?,24,country_support
Is there an exchange rate?,32,exchange_rate
I tried using my card at multiple vendors and now it's not working.,14,card_not_working
My card was eaten by the cash machine what do I do?,18,card_swallowed
How can I get a virtual card for a one-time transaction?,37,get_disposable_virtual_card
I want to open an account for my children,1,age_limit
"This morning, I tried to send money to my friends several times but each time the transfer fails.  Why does it keep failing?  The transfer gets rejected but I do not know what is causing it to be rejected.",35,failed_transfer
How long will it take for my transfer to arrive?,66,transfer_not_received_by_recipient
What's the maximum amount I can top up my card with please?,60,top_up_limits
"I need to add a serious amount of cash to my card, how do I do that?",60,top_up_limits
Is there a disposable virtual card option?,37,get_disposable_virtual_card
The cheque I deposited isn't showing in my account,6,balance_not_updated_after_cheque_or_cash_deposit
I payed my rent to my landlord a few days ago and he is saying the it never went though. Everything looks good to me and I even double checked the account number. I don't know what could be causing the confusion. Can you help me please?,66,transfer_not_received_by_recipient
Help me. My transfer was declined. How could this happen?,27,declined_transfer
Explain how to verify my identity?,69,verify_my_identity
Can I use American Express?,54,supported_cards_and_currencies
Are there any fees associated with receiving money?,56,top_up_by_bank_transfer_charge
"There are a few transaction that I don't recognize, I think someone managed to get my card details and use it.
",22,compromised_card
What is the fee to top-up my account,56,top_up_by_bank_transfer_charge
"If I need delivery on a certain day, is that something that could be accommodated?",12,card_delivery_estimate
Why can't my beneficiary access my account?,7,beneficiary_not_allowed
"I got my American Express in Apple Pay, why is top up not working in my country?",2,apple_pay_or_google_pay
"Why did I get charged a fee, I thought it was free?",19,cash_withdrawal_charge
"You will hear back from us about your verification results in 10 minutes to a one hour timeframe.  If these verification results do fail, please double-check to make sure your images are clear and have no glare or blur; your photos need to be fully readable.  You need to be 18 years of age or older and a resident of Switzerland or the European Economic Area to create an account.",68,unable_to_verify_identity
What other currencies are available to change to?,33,exchange_via_app
Why doesn't my passcode work?,44,passcode_forgotten
"There are charges on my card from the past few day I am pretty sure I didnt make, can you please freeze it for me? How do I get my money returned since it wasnt me?",16,card_payment_not_recognised
I need to close my account as soon as possible.,55,terminate_account
My card was stolen last night.,41,lost_or_stolen_card
I just had my card get declined at the ATM! I need to get money out but I am unable to.  Why has this happened?,26,declined_cash_withdrawal
I need my payment in another currency,50,receiving_money
I really was trying to complete this exhange. I was trying to purchase some crypto but the app won't allow me to do it. Can you tell me what's going on here?,7,beneficiary_not_allowed
Is it ok for a friend to send me money?,50,receiving_money
How much transactions do I get with a disposable card?,29,disposable_card_limits
help me link my card,13,card_linking
I need a disposable virtual card. Please tell me how to order one.,37,get_disposable_virtual_card
I tried to pay through my account but the payment is not going through. What's going on?,45,pending_card_payment
Why  am I being told this  transfer will not  go thru,7,beneficiary_not_allowed
"I want to reset my passcode, how can I do that?",44,passcode_forgotten
I was not able to use the ATM to get cash,26,declined_cash_withdrawal
How do I use a card to top up?,62,topping_up_by_card
How long do I have to wait for Europe transfers?,67,transfer_timing
"I'm having an issue with transaction. I topped up my account and saw it went through, but that was a few days ago and the money isn't in my account any more. What's up with that?",61,top_up_reverted
Should i uninstall the app before i try it again?,23,contactless_not_working
What do you use to figure out the exchange rate for the card?,32,exchange_rate
"My card will expire soon, do I need to order a new one?",9,card_about_to_expire
Can I use my account although my identity verification has yet to pass?,74,why_verify_identity
"I just got a card, how can I add it to the app?",13,card_linking
Please help me get a Visa card.,73,visa_or_mastercard
Is my top up not working?,47,pending_top_up
Are your cards supported in the EU?,24,country_support
What foreign exchange rate will I get on weekdays and on the weekends?,32,exchange_rate
Why isn't this accepting my identity?,68,unable_to_verify_identity
Why would my top up be reverted?,61,top_up_reverted
Am I able to use Apple Pay?,2,apple_pay_or_google_pay
How do I change to AUD from GBP?,33,exchange_via_app
I can't find the virtual card,40,getting_virtual_card
My account shows up as pending after I received cash from the ATM earlier.  How can this be still pending? I've got the cash already.,46,pending_cash_withdrawal
Why is there a charged fee for debit or credit card payment?,15,card_payment_fee_charged
Why is my transfer stuck on pending?,48,pending_transfer
How can I change USD to GBP?,33,exchange_via_app
How can I transfer money between accounts?,65,transfer_into_account
Will the system automatically update once there is no more money left?,4,automatic_top_up
How do I add the card I just received to show up in the app?,13,card_linking
I need to report a stolen card,41,lost_or_stolen_card
What should I do if I want to get another card for someone in my family?,39,getting_spare_card
How can I create a disposable virtual card?,37,get_disposable_virtual_card
What are the steps for identity checks?,69,verify_my_identity
Will I be able to top up by cheque?,58,top_up_by_cash_or_cheque
I have a payment that has not gone through yet,45,pending_card_payment
I sent a payment but now it's not showing up.,53,reverted_card_payment?
"I got my card now, how do I make it show up in the app?",13,card_linking
There is  an extra 1£ charge on my app. Why did it charge me extra?,34,extra_charge_on_statement
I've got a repeated tranasaction on my card.,63,transaction_charged_twice
I CAN NOT FIND THE TOP-UP VERIFICATION CODE.,71,verify_top_up
My payment was declined,25,declined_card_payment
My disposable virtual card wouldn't process my payment?,72,virtual_card_not_working
Why can't my ID be verified?,68,unable_to_verify_identity
A receiver made me aware that they did not receive the full transfer that I made. The amount was showing to be a bit less. I now have to make a second transfer just to make up the difference. Can you reach out and let me know what's going on?,64,transfer_fee_charged
Is there a cost to receive money?,56,top_up_by_bank_transfer_charge
Why did my top-up fail?,59,top_up_failed
My card doesn't seem to work anymore,14,card_not_working
"Hello, I made a payment with my card and it's not working. It's been a while and still says its pending. Can you tell when this will go through?",45,pending_card_payment
"What stopped my transfer, from being accepted?",35,failed_transfer
I need to urgently transfer something from China. How long will it approximately take?,67,transfer_timing
Will the card be a Mastercard or a Visa?,73,visa_or_mastercard
What can I do to make my physical card work?,14,card_not_working
How long do you have to wait to see your virtual card your ordered?,40,getting_virtual_card
My transfer didn't arrive to the recipient,66,transfer_not_received_by_recipient
"Three months ago I bought a new house for my cat, fluffy.  Unfortunately Fluffy was not a fan of the house and it had to be returned to Pet Smart last week.  They said they have sent a refund but it's not there, can you tell me where it is?",51,Refund_not_showing_up
I recently purchased something and the seller says my money has not arrived yet. It was in EU's. How long does this take?,48,pending_transfer
I need to transfer something to China. It is urgent. How many days will it take to get there?,67,transfer_timing
Is the PIN separately delivered?,38,get_physical_card
Why isn't top-up working? My top-up money disappeared after I saw that it was successfully transferred. Is it gone? Where did it go?,61,top_up_reverted
What ATMs will allow me to change my PIN?,21,change_pin
What should I do if I see an unauthorized withdrawal on my statement?,20,cash_withdrawal_not_recognised
What's the closest place to withdraw money?,3,atm_support
How can I create another card linked to this account?,39,getting_spare_card
Can you show me where to link the new card?,13,card_linking
How do I transfer funds if I am paid in GBP?,50,receiving_money
why do I need to show ID,69,verify_my_identity
Does it cost anything to top up?,57,top_up_by_card_charge
Does it cost anything to do currency exchanges?,31,exchange_charge
I am unaware of what my password is.,44,passcode_forgotten
Where can I withdraw money from?,3,atm_support
how do i find top up for cash deposit,58,top_up_by_cash_or_cheque
Why are all my card payments being declined?,25,declined_card_payment
Why are you asking so many questions about who I am,74,why_verify_identity
I tried to get some money but the machine was not working .The transaction still seems in progress! Can you please check what's going on.I don't want to be charged for money that I did not received.,46,pending_cash_withdrawal
"I want to link to my card card with you, how?",13,card_linking
How will I receive my PIN?,38,get_physical_card
What ATM accepts Mastercard?,3,atm_support
How can I replace an expired card?,9,card_about_to_expire
For some reason I forgot the passcode I have.,44,passcode_forgotten
A false direct debit payment is showing in my app,28,direct_debit_payment_not_recognised
I have a pending transaction,48,pending_transfer
I have an odd payment in my statement,16,card_payment_not_recognised
Why is verification for my identity needed?,74,why_verify_identity
"How long does it take for transfers to process?  I sent funds to a friend, and she says that she has not yet received anything.",66,transfer_not_received_by_recipient
I need to transfer money to my account from another bank,65,transfer_into_account
Why am I not able to withdraw cash from this ATM?,26,declined_cash_withdrawal
why do i have a failed transfer,35,failed_transfer
Can I use this app to exchange between dollars and pounds?,33,exchange_via_app
Transfer has failed.,35,failed_transfer
I have been charged two times for one transaction.,63,transaction_charged_twice
what is this charge i didnt do it what can i do,28,direct_debit_payment_not_recognised
I want to cancel a transaction from this morning.,8,cancel_transfer
How do I initiated a bank transfer to top up?,65,transfer_into_account
How can I exchange AUD for GBP?,33,exchange_via_app
How much are the fees for adding funds using an international card?,57,top_up_by_card_charge
I couldn't make a transfer because it was declined,27,declined_transfer
You provide support in what countries?,24,country_support
I ordered a virtual card but it hasn't come through yet,40,getting_virtual_card
What ATMs can I use this card at?,3,atm_support
Are there certain cards and currencies you support?,54,supported_cards_and_currencies
Can it be delivered on a certain date?,12,card_delivery_estimate
What is the max amount of top-ups?,60,top_up_limits
Why didn't I receive all the cash I requested?,75,wrong_amount_of_cash_received
The exchange rate you are using is really bad.This can't be the official interbank exchange rate.,17,card_payment_wrong_exchange_rate
"I just saw some charges on my card from the past days that I dont recognize, I need to freeze the card asap! Will I be able to get my money back?",16,card_payment_not_recognised
"If someone sends me money, will I be charged?",56,top_up_by_bank_transfer_charge
I have gone through my statements and noticed there is a large payment that I did not make. Can i still dispute the payment? its been a while,28,direct_debit_payment_not_recognised
My transfer to a beneficiary did not go through.  Why?,7,beneficiary_not_allowed
"Show me how to link the new card,",13,card_linking
My balance doesn't show my deposit.,6,balance_not_updated_after_cheque_or_cash_deposit
What are the current exchange rates?,32,exchange_rate
Why did using an ATM cause me to have an extra fee charged?,19,cash_withdrawal_charge
How many cards am I allowed?,39,getting_spare_card
can you assist me in activating my card?,0,activate_my_card
"I do not need GBP, I need AUD, how do I convert it?",33,exchange_via_app
My payment didn't work and the money is in back in my account.,53,reverted_card_payment?
I made an online purchase and the order has not shown up. Give me my money back.,52,request_refund
If i want to change my pin number can I directly from an ATM?,21,change_pin
An incorrect exchange rate was applied to an item I bought.,17,card_payment_wrong_exchange_rate
What would cause a transfer failure?,35,failed_transfer
My ATM withdrawal was cancelled,26,declined_cash_withdrawal
Is there a way I can get my card expedited?,11,card_arrival
Can I exchange USD and GBP from the app?,33,exchange_via_app
What do I do if the machine rejects my card?,14,card_not_working
I have noticed that my account was double charged for a couple of items this week. Please review and refund the double charged items back.,63,transaction_charged_twice
Can you give me a virtual card?,40,getting_virtual_card
What are my limits on disposable cards?,29,disposable_card_limits
Why did the ATM eat my card?,18,card_swallowed
"The ATM would not give me cash,why?",26,declined_cash_withdrawal
Why am I not allowed to verify my id?,68,unable_to_verify_identity
Where is my cash deposit in my balance?,6,balance_not_updated_after_cheque_or_cash_deposit
Are the delivery days flexible?  My schedule only allows me to be a available on specific dates.,12,card_delivery_estimate
Can I get a Visa or does it have to be something else.,73,visa_or_mastercard
I would like to track the card you sent to me.,11,card_arrival
I had a decline on my card. Why?,25,declined_card_payment
"I am dissatisfied, I would like to close my account.",55,terminate_account
How do I top up?,65,transfer_into_account
A transfer could not be completed.,35,failed_transfer
I received the wrong amount of cash back,75,wrong_amount_of_cash_received
I am having an issue with an in country transfer I did a few days ago. It has yet to appear in my account. I have checked to be sure that all account information is correct multiple times. What is taking the transfer so long?,66,transfer_not_received_by_recipient
Do I have a say when it's delivered?,12,card_delivery_estimate
What do I do if my phone was stolen?,42,lost_or_stolen_phone
Why was I charged a fee for using my card,15,card_payment_fee_charged
Hello. How do i go about getting a refund of an item i bought ? I want to cancel the payment since i have not received the item yet.,52,request_refund
My transfer has been pending for a long time now. I already double checked my account info and it is correct. Why is it taking so long in 2018 to transfer money?,48,pending_transfer
"I normally have no issues making transfers, so why am I suddenly being told it is not possible?",7,beneficiary_not_allowed
What should I do if my card is stolen?,41,lost_or_stolen_card
I think youre system may be broken because I have tried transfer money 5x and it isnt working!  I'm not doing anything complicated it is what I usually do.,35,failed_transfer
I'm having difficulty verifying my identity.,68,unable_to_verify_identity
I have one other credit card from the US. Do you take it?,54,supported_cards_and_currencies
I want to transfer money with my credit card.,62,topping_up_by_card
Can I exchange USD for GBP in your app?,33,exchange_via_app
My card payment is being declined and I've tried several times.,25,declined_card_payment
I want to reverse a transaction I did this morning,8,cancel_transfer
I need to change a transfer.,8,cancel_transfer
Where do you need to live to receive card,43,order_physical_card
Will you help me unblock my pin after putting in the wrong pin too many times?,49,pin_blocked
Can I use an auto top-up option?,4,automatic_top_up
Is my account able to be topped up by my friends?,62,topping_up_by_card
A refund for a recent return has not arrived on my card.,51,Refund_not_showing_up
I placed a cheque but the funds aren't there,6,balance_not_updated_after_cheque_or_cash_deposit
My recent transfer didn't go through - why not?,27,declined_transfer
What age do you have to be to open an account?,1,age_limit
"If I need an additional card, is there a fee for that?",39,getting_spare_card
should i contact customer support if i can't edit details,30,edit_personal_details
"I might be paranoid, but someone may be using my card.",22,compromised_card
What should I do if my smart phone is lost or stolen?,42,lost_or_stolen_phone
I am yet to receive my pin.,38,get_physical_card
Do I need to speak to a representative to change my pin?,21,change_pin
I got a new card and can't find where to link it.,13,card_linking
Why hasn't my transfer from Europe gone through?,67,transfer_timing
Why can't a beneficiary receive a money transfer from me?,7,beneficiary_not_allowed
"top up google pay, is it possible?",2,apple_pay_or_google_pay
Do you provide currency exchange to Euros?,36,fiat_currency_support
Can third party fees affect a transfer?,56,top_up_by_bank_transfer_charge
What is the first step that I should take after my card has been stolen?,41,lost_or_stolen_card
"I want to do a bank transfer to this bank, from an account at another bank.",65,transfer_into_account
I messed up a transfer and need to reverse it.,8,cancel_transfer
Please can i get a disposable virtual card as well?,37,get_disposable_virtual_card
Is there a fee for adding funds with a credit card?,57,top_up_by_card_charge
"Hi, I was at a restaurant later the week and when I went to look at my account I noticed that I got charged twice. I would like to get my money back from one of those transactions.",63,transaction_charged_twice
When will the transaction go through?,45,pending_card_payment
What is the fee on my statement for?,34,extra_charge_on_statement
I want a refund for an item,52,request_refund
I need help- I got mugged yesterday and they took everything so I can't use the app.,42,lost_or_stolen_phone
What exchange rates do you use?,32,exchange_rate
"Everything I have was stolen yesterday making it so I don't have access to the app, what should I do?",42,lost_or_stolen_phone
What fiat currencies can I use for holding and exchanging?,36,fiat_currency_support
Why are the things I bought earlier today still showing as pending?,45,pending_card_payment
I added money through a bank transfer and it is not showing in my balance.,5,balance_not_updated_after_bank_transfer
"I haven't received my card yet, how long does it normally take?",12,card_delivery_estimate
"I received a ""declined"" message when doing a transfer",27,declined_transfer
I made a transfer but my balance hasn't been updated,5,balance_not_updated_after_bank_transfer
Can I use my account without verifying identity?,74,why_verify_identity
Will my GPB update my salary,50,receiving_money
I transferred some money to a friend of mine who urgently needs some money right now. How long will it take to get to her?,66,transfer_not_received_by_recipient
I was charged for using my card?,15,card_payment_fee_charged
"I made a transfer and the receiver said an amount was received, but not exactly the same as the right amount. I now have to transfer more to get the remainder to the receiver. Can you alert me about this. What's been happening?",64,transfer_fee_charged
"There's a €1 fee on my statement, why?",34,extra_charge_on_statement
How come I can't put money in my top up account?,61,top_up_reverted
Why do I see extra charges for withdrawing my money?,19,cash_withdrawal_charge
How are exchange rates determined?,32,exchange_rate
where are the transfers originating,70,verify_source_of_funds
What are the currencies that are accepted to add money?,54,supported_cards_and_currencies
I tried my PIN too many times and now my card won't work!,49,pin_blocked
How do I use American express to top up my account?,54,supported_cards_and_currencies
Do you need to know my first and last name?,74,why_verify_identity
I don't understand why you want so much of my personal info.,74,why_verify_identity
I don't understand where this charge came from.,16,card_payment_not_recognised
My app was on the phone and I was mugged.  What do I do?,42,lost_or_stolen_phone
I forgot my password to get into the app!,44,passcode_forgotten
There is a cash withdrawal on my statement that I did not make,20,cash_withdrawal_not_recognised
"Hello, I'm a brand new customer and tried topping up for the first time today. It has been pending for half an hour and doesn't seem to be working. Please resolve this.",47,pending_top_up
how much for a physical card?,43,order_physical_card
i need to proof my identity to you why and how?,74,why_verify_identity
Do I have to go to an actual bank to change my PIN?,21,change_pin
How long does it take for something to be delivered to the U.S?,12,card_delivery_estimate
How do I exchange currencies using the app?,33,exchange_via_app
Where can the pin be located?,38,get_physical_card
Recipient has not received the money,66,transfer_not_received_by_recipient
how can the money machine keep my card what do i need to do?,18,card_swallowed
do i need to wait to get my card before getting a pin,38,get_physical_card
How long will it take to deliver to the US?,12,card_delivery_estimate
"Do I need to select a preference to receive my salary payments in GBP and, if so, where?",50,receiving_money
I want to revert a transaction I did this morning,8,cancel_transfer
How do I top up using my Apple Watch?,2,apple_pay_or_google_pay
What countries can I use my account in?,24,country_support
How many disposable cards am I allowed to have?,29,disposable_card_limits
how do i get the card linked,13,card_linking
"When will I get a new card when I order it, and how much will it cost.",9,card_about_to_expire
Do I need to do anything special for my friend to send money to my account?,50,receiving_money
I have a direct debit that I did not set up,28,direct_debit_payment_not_recognised
Can I use American express with apple pay? Why does it make my top up not work?,2,apple_pay_or_google_pay
Canceling my order is what I need to do right now.,52,request_refund
When will the cash that I put in the ATM be cleared from pending status?,46,pending_cash_withdrawal
I cant prove who I am,68,unable_to_verify_identity
Why is it taking so long for a transfer to complete!,66,transfer_not_received_by_recipient
Can I cancel a transaction?,8,cancel_transfer
If I order a card when does it arrive?,12,card_delivery_estimate
"help, I see money missing I didn't take out.",20,cash_withdrawal_not_recognised
Are there restrictions to transfers to certain accounts?,7,beneficiary_not_allowed
How can I get funds into my account from my American Express?,54,supported_cards_and_currencies
What documents do you need to verify my identity?,69,verify_my_identity
Why was a fee charged to me for transferring money?,64,transfer_fee_charged
Am I gonna be charged for sending out more cards?,39,getting_spare_card
"I need an actual card that I can hold in my hand, how do I do that?",43,order_physical_card
Why haven't I been given a virtual card yet?,40,getting_virtual_card
I tried to get gas but my money was gone!,62,topping_up_by_card
Please check and let me know why my transfers are getting declined.,27,declined_transfer
I need to renew a card that's about to expire,9,card_about_to_expire
I require verification of my source of funds.,70,verify_source_of_funds
"My card will expire soon, When do I need to order a new one?",9,card_about_to_expire
Do you charge extra for topping up with a debit or credit card?,57,top_up_by_card_charge
Am I able to do a SWIFT transfer with you?,56,top_up_by_bank_transfer_charge
How do I change my AUD into GBP?,33,exchange_via_app
I wanted to know why there is a transfer of mine pending.,48,pending_transfer
I've just got married and want to change my name.,30,edit_personal_details
How do I reset my passcode?,44,passcode_forgotten
Can I receive my salary with this in another currency?,50,receiving_money
"I want to get some cash from the ATM using my card but I dont want to be charged any fees. Ive taken some money out before with no fees, but recently Ive been getting charged. Why?",19,cash_withdrawal_charge
My rate is not right when I used my card in a different country's money.,76,wrong_exchange_rate_for_cash_withdrawal
"Hey, I have my card, how do I get it to show in the app?",13,card_linking
A transfer to my account was denied.,7,beneficiary_not_allowed
